"","UniqueSequenceName","Diamond_Hit","Diamond_Percentage_Identity","Diamond_length","Diamond_E_value","Diamond_BitScore","Diamond_qframe"
"1936","SB10_PN_TRINITY_DN2783_c0_g1_i3.p2","CAE1304708.1",98.8,167,1.32e-113,339,0
"1937","SB9_PN_TRINITY_DN698_c0_g1_i2.p2","CAE1178314.1",88.9,153,1.05e-100,307,0
"1938","SB3_JR_TRINITY_DN54600_c0_g1_i1.p1","MDK0675400.1",78,132,1.76e-70,222,0
"1939","SB6_PN_TRINITY_DN93397_c0_g1_i1.p1","AFV94409.1",52.4,294,1.96e-92,311,0
"1940","SB8_PN_TRINITY_DN99191_c0_g1_i2.p1","XP_046325732.1",38.2,178,5.49e-36,138,0
"1941","SB6_PN_TRINITY_DN5532_c0_g1_i3.p1","CAE1288317.1",87.5,232,4.14e-149,441,0
"1942","SB1_JR_TRINITY_DN11230_c0_g1_i1.p1","XP_029649863.1",62.3,522,5.74e-194,564,0
"1943","SB2_JR_TRINITY_DN5576_c0_g2_i1.p1","CAE1153071.1",91.8,158,5.24e-99,309,0
"1944","SB1_JR_TRINITY_DN4316_c0_g1_i23.p1","CAE1270053.1",79.6,216,3.94e-112,351,0
"1945","SB6_PN_TRINITY_DN5613_c0_g1_i2.p1","CAE1299801.1",90.3,351,4.36e-232,662,0
"1946","SB9_PN_TRINITY_DN3301_c1_g1_i2.p1","CAE1268115.1",93.7,142,4.36e-59,210,0
"1947","SB10_PN_TRINITY_DN3346_c0_g1_i1.p1","CAE1226632.1",95.7,736,0,1440,0
"1948","SB1_JR_TRINITY_DN353_c1_g1_i1.p1","CAE1309418.1",89.9,159,1.15e-99,318,0
"1949","SB7_PN_TRINITY_DN2222_c0_g1_i4.p1","XP_029642564.1",69.9,372,8.17e-197,557,0
"1950","SB5_PN_TRINITY_DN133981_c0_g1_i1.p1","BAI66449.1",47.7,258,3.49e-77,245,0
"1951","SB10_PN_TRINITY_DN35810_c0_g1_i1.p1","CAE1315989.1",95.8,143,7.32e-96,301,0
"1952","SB7_PN_TRINITY_DN5397_c4_g1_i4.p1","ACJ22644.1",86.3,205,9.81e-132,381,0
"1953","SB1_JR_TRINITY_DN56009_c0_g1_i1.p1","CAE1318331.1",96.3,245,5.27e-173,486,0
"1954","SB10_PN_TRINITY_DN83796_c0_g1_i1.p1","BAI66449.1",71.9,249,1.56e-132,385,0
"1955","SB6_PN_TRINITY_DN1978_c0_g1_i6.p1","CAE1318102.1",80.7,398,3.45e-218,635,0
"1956","SB11_PN_TRINITY_DN3162_c0_g1_i1.p1","ACJ22654.1",78.8,118,4.29e-64,204,0
"1957","SB6_PN_TRINITY_DN18060_c0_g1_i15.p1","CAE1267477.1",99.3,143,4.71e-92,293,0
"1958","SB10_PN_TRINITY_DN489_c0_g1_i2.p1","MDK0675397.1",82.8,122,7.39e-76,241,0
"1959","SB6_PN_TRINITY_DN551_c0_g1_i31.p1","XP_029654758.1",44.7,228,8.01e-66,216,0
"1960","SB1_JR_TRINITY_DN2384_c1_g1_i2.p1","ACJ22638.1",94.2,258,3.68e-175,493,0
"1961","SB7_PN_TRINITY_DN1573_c0_g1_i2.p1","CAE1255677.1",90.4,313,1.25e-213,596,0
"1962","SB6_PN_TRINITY_DN84243_c0_g1_i3.p1","BAI67805.1",84.9,232,1.17e-132,402,0
"1963","SB6_PN_TRINITY_DN1978_c0_g1_i13.p1","CAE1318102.1",80.4,393,3.39e-214,625,0
"1964","SB9_PN_TRINITY_DN219_c0_g1_i1.p1","MDK0675397.1",81.7,104,8.65e-61,202,0
"1965","SB3_JR_TRINITY_DN7060_c0_g2_i7.p1","ACJ22638.1",94.3,245,2.52e-166,470,0
"1966","SB5_PN_TRINITY_DN4613_c0_g1_i6.p1","CAE1238891.1",99.2,266,4.34e-175,530,0
"1967","SB4_JR_TRINITY_DN1001_c0_g1_i14.p2","XP_052828520.1",86.2,340,5.05e-216,625,0
"1968","SB10_PN_TRINITY_DN58843_c0_g1_i1.p1","XP_014768200.1",57.6,118,3.43e-43,148,0
"1969","SB1_JR_TRINITY_DN6367_c2_g1_i1.p1","XP_014780657.1",84.4,353,1.64e-232,649,0
"1970","SB5_PN_TRINITY_DN15322_c0_g1_i1.p1","CAE1172115.1",86.7,293,1.16e-189,536,0
"1971","SB7_PN_TRINITY_DN6499_c0_g1_i1.p1","XP_029653853.1",76.2,260,1.06e-145,421,0
"1972","SB6_PN_TRINITY_DN148_c0_g1_i1.p1","XP_052826862.1",36.3,267,3.63e-50,181,0
"1973","SB7_PN_TRINITY_DN8811_c0_g3_i1.p1","CAE1266532.1",78.7,122,3.36e-70,219,0
"1974","SB4_JR_TRINITY_DN372_c0_g1_i10.p1","CAI9741850.1",40,135,4.53e-29,120,0
"1975","SB8_PN_TRINITY_DN17100_c0_g1_i1.p1","XP_052826862.1",39.7,219,9.9e-44,163,0
"1976","SB10_PN_TRINITY_DN3346_c0_g1_i2.p1","CAE1226632.1",83.9,124,3.3e-55,195,0
"1977","SB6_PN_TRINITY_DN1274_c0_g1_i4.p1","KAK3592777.1",72.4,76,4.01e-27,116,0
"1978","SB12_PN_TRINITY_DN15257_c0_g1_i1.p1","XP_029657579.1",72.7,480,1.9e-257,722,0
"1979","SB7_PN_TRINITY_DN8209_c0_g1_i1.p1","XP_014769098.2",46.4,112,7.59e-34,127,0
"1980","SB7_PN_TRINITY_DN8209_c0_g1_i2.p1","XP_029651701.1",48.1,108,1.14e-33,125,0
"1981","SB10_PN_TRINITY_DN72779_c0_g1_i1.p1","CAI9741257.1",60.7,145,1.81e-60,194,0
"1982","SB5_PN_TRINITY_DN1785_c0_g2_i7.p2","CAE1328800.1",92.9,140,2.26e-87,274,0
"1983","SB10_PN_TRINITY_DN489_c0_g1_i4.p2","MDK0675397.1",82.8,99,9.95e-60,197,0
"1984","SB8_PN_TRINITY_DN1257_c0_g1_i2.p1","MDK0675397.1",80.8,104,1.73e-60,201,0
"1985","SB10_PN_TRINITY_DN37835_c0_g1_i2.p1","XP_029637188.1",48.2,114,3.87e-29,112,0
"1986","SB7_PN_TRINITY_DN89320_c0_g1_i1.p1","CAI9741257.1",60,145,4.25e-59,190,0
"1987","SB6_PN_TRINITY_DN9539_c0_g1_i9.p2","CAE1269450.1",99.2,123,1.97e-85,267,0
"1988","SB1_JR_TRINITY_DN2164_c0_g1_i1.p1","CAE1286244.1",54.9,71,3.1e-12,79.3,0
"1989","SB6_PN_TRINITY_DN142752_c0_g1_i5.p1","CAE1277675.1",75.5,102,7.6e-48,165,0
"1990","SB2_JR_TRINITY_DN40524_c0_g1_i1.p1","XP_014780833.1",53.2,62,1.21e-17,84.7,0
"1991","SB6_PN_TRINITY_DN156823_c0_g1_i3.p1","CAI9729067.1",82.4,205,3.78e-125,377,0
"1992","SB1_JR_TRINITY_DN2092_c0_g1_i1.p2","XP_029641000.1",73.2,179,2.85e-88,284,0
"1993","SB11_PN_TRINITY_DN26808_c0_g1_i8.p2","CAI9741850.1",36.3,91,8.52e-14,78.2,0
"1994","SB5_PN_TRINITY_DN94477_c0_g1_i1.p2","CAI9729634.1",46.3,95,2.06e-19,93.6,0
"1995","SB10_PN_TRINITY_DN3966_c0_g1_i1.p1","CAE1258453.1",79.1,110,2.81e-53,181,0
"1996","SB10_PN_TRINITY_DN8193_c1_g3_i1.p1","CAE1251140.1",74.4,203,4.38e-114,338,0
"1997","SB10_PN_TRINITY_DN3783_c0_g2_i1.p1","BBU59752.1",93.1,551,0,1074,0
"1998","SB1_JR_TRINITY_DN26724_c0_g1_i1.p1","CAI9739404.1",55.4,121,1.95e-37,146,0
"1999","SB2_JR_TRINITY_DN11331_c0_g1_i6.p1","CAE1290483.1",86.8,136,3.3e-71,239,0
"2000","SB12_PN_TRINITY_DN51525_c0_g1_i1.p1","CAE1315741.1",67,924,0,1282,0
"2001","SB8_PN_TRINITY_DN84343_c0_g1_i1.p1","RUS80040.1",36.6,93,5.33e-14,73.2,0
"2002","SB5_PN_TRINITY_DN32804_c2_g1_i10.p1","CAE1256524.1",93.3,193,4.52e-125,370,0
"2003","SB2_JR_TRINITY_DN24048_c0_g1_i3.p1","CAI9729315.1",42.9,133,1.26e-32,127,0
"2004","SB1_JR_TRINITY_DN775_c0_g1_i7.p2","CAE1160414.1",97,99,1.81e-54,194,0
"2005","SB8_PN_TRINITY_DN8597_c0_g1_i7.p1","CAE1290483.1",88.3,163,3.42e-90,290,0
"2006","SB10_PN_TRINITY_DN999_c0_g1_i2.p2","XP_052822919.1",62.1,177,9.81e-59,206,0
"2007","SB1_JR_TRINITY_DN2694_c0_g1_i1.p1","CAE1277609.1",78.9,190,7.65e-102,302,0
"2008","SB5_PN_TRINITY_DN21305_c0_g1_i3.p1","CAE1317962.1",96.7,244,4.53e-162,479,0
"2009","SB6_PN_TRINITY_DN43312_c0_g1_i8.p2","CAE1301376.1",66.2,201,2.08e-81,265,0
"2010","SB1_JR_TRINITY_DN3985_c0_g1_i1.p1","XP_023240397.1",29.1,196,9.81e-15,80.9,0
"2011","SB2_JR_TRINITY_DN2203_c0_g1_i1.p1","CAE1298140.1",87.3,267,7.69e-174,492,0
"2012","SB2_JR_TRINITY_DN16593_c0_g1_i1.p1","ACJ22644.1",78.8,189,4.79e-105,313,0
"2013","SB10_PN_TRINITY_DN31295_c0_g1_i1.p1","XP_014774895.1",53.8,483,1.14e-188,546,0
"2014","SB12_PN_TRINITY_DN10640_c0_g1_i1.p1","CAE1267166.1",85.2,508,0,898,0
"2015","SB7_PN_TRINITY_DN7004_c0_g1_i6.p1","CAE1238891.1",95.8,142,4.14e-79,266,0
"2016","SB10_PN_TRINITY_DN16907_c0_g1_i1.p1","BBU59751.1",87.6,395,1.46e-256,713,0
"2017","SB6_PN_TRINITY_DN103283_c0_g1_i1.p2","CAE1162142.1",81.9,94,9.31e-49,179,0
"2018","SB4_JR_TRINITY_DN118_c0_g1_i2.p2","WP_234446203.1",78.1,73,4.5e-35,125,0
"2019","SB12_PN_TRINITY_DN9959_c0_g1_i1.p1","CAE1178314.1",82.6,396,5.5e-260,721,0
"2020","SB12_PN_TRINITY_DN41131_c0_g1_i1.p1","AIZ97492.1",96.3,406,5.34e-304,831,0
"2021","SB12_PN_TRINITY_DN15280_c0_g1_i1.p1","XP_014774895.1",55.6,487,2.82e-199,573,0
"2022","SB12_PN_TRINITY_DN11661_c0_g1_i1.p1","AHM92582.1",97.8,552,0,1160,0
"2023","SB11_PN_TRINITY_DN31831_c0_g1_i9.p1","WP_200467343.1",86.7,90,2.16e-28,110,0
"2024","SB8_PN_TRINITY_DN12130_c0_g2_i1.p1","CAE1309418.1",84.9,159,1.08e-91,298,0
"2025","SB12_PN_TRINITY_DN82425_c0_g1_i1.p1","XP_014788797.1",41.1,674,6.68e-169,512,0
"2026","SO2_PD_som_TRINITY_DN10462_c9_g4_i2.p1","CAE1235980.1",98.3,746,0,1490,0
"2027","SO2_PD_som_TRINITY_DN6671_c0_g1_i1.p1","CAE1314305.1",91.3,344,3.47e-187,538,0
"2028","SO3_MH_TRINITY_DN68929_c0_g1_i7.p1","CAE1314595.1",84.7,261,1.68e-162,486,0
"2029","SO7_PD_TRINITY_DN318_c0_g1_i1.p1","CAE1314595.1",87.4,261,6.96e-166,494,0
"2030","SO7_PD_TRINITY_DN318_c0_g1_i3.p1","CAE1314595.1",87.4,261,5.61e-166,494,0
"2031","SO1_PD_sof_TRINITY_DN12314_c0_g3_i3.p1","CAE1322612.1",93,472,6.48e-292,833,0
"2032","SO3_MH_TRINITY_DN68929_c0_g1_i8.p1","CAE1314595.1",87.4,261,2.02e-166,496,0
"2033","SO1_PD_sof_TRINITY_DN10236_c0_g1_i1.p1","XP_035693188.1",38.5,379,6e-72,242,0
"2034","SO4_MH_TRINITY_DN33188_c1_g1_i11.p1","CAE1314595.1",84.7,261,2.48e-162,486,0
"2035","SO5_PD_TRINITY_DN7092_c0_g1_i4.p1","CAE1314595.1",85.1,261,1.79e-163,488,0
"2036","SO2_PD_som_TRINITY_DN10066_c0_g1_i1.p1","CAE1238891.1",84.4,1136,0,1811,0
"2037","SO5_PD_TRINITY_DN1_c0_g1_i7.p1","XP_014779875.1",45.3,380,1.05e-109,338,0
"2038","SO2_PD_som_TRINITY_DN10892_c1_g4_i2.p1","XP_029647970.1",46.8,376,2.87e-109,337,0
"2039","SO5_PD_TRINITY_DN1_c0_g1_i1.p1","XP_029647970.1",48.4,376,4.45e-117,357,0
"2040","SO2_PD_som_TRINITY_DN9789_c0_g1_i1.p1","CAE1286998.1",83.1,295,3.52e-150,439,0
"2041","SO6_PD_TRINITY_DN3902_c0_g1_i1.p1","XP_014771098.1",62,347,5.36e-161,468,0
"2042","SO1_PD_sof_TRINITY_DN12120_c2_g1_i1.p1","XP_014771098.1",62.9,342,2.35e-163,474,0
"2043","SO3_MH_TRINITY_DN55776_c0_g1_i1.p1","CAE1233243.1",90.5,599,0,1121,0
"2044","SO4_MH_TRINITY_DN32756_c2_g1_i3.p1","XP_029647970.1",49.2,376,2.6e-121,368,0
"2045","SO3_MH_TRINITY_DN64896_c3_g3_i1.p1","CAE1306498.1",92.5,469,3.29e-305,857,0
"2046","SO1_PD_sof_TRINITY_DN11497_c1_g1_i4.p1","XP_029643435.1",53.3,969,0,1013,0
"2047","SO1_PD_sof_TRINITY_DN11616_c0_g1_i2.p2","CAE1287148.1",96.1,413,2.92e-241,700,0
"2048","SO3_MH_TRINITY_DN65412_c3_g11_i1.p1","CAE1262780.1",93.7,399,2.36e-262,729,0
"2049","SO3_MH_TRINITY_DN67079_c8_g1_i1.p1","XP_029633661.1",67.4,1126,0,1511,0
"2050","SO1_PD_sof_TRINITY_DN8167_c0_g2_i1.p1","XP_060570337.1",34.8,224,1.42e-24,113,0
"2051","SO2_PD_som_TRINITY_DN9997_c0_g1_i1.p1","XP_029635402.1",68.1,527,7.81e-278,776,0
"2052","SO1_PD_sof_TRINITY_DN9827_c0_g1_i1.p1","XP_014768645.1",50.4,252,5.89e-93,288,0
"2053","SO6_PD_TRINITY_DN307_c0_g1_i1.p1","CAE1248477.1",85.3,1513,0,2443,0
"2054","SO1_PD_sof_TRINITY_DN6182_c0_g1_i1.p1","XP_036369247.1",58.2,306,6.77e-119,355,0
"2055","SO3_MH_TRINITY_DN67217_c6_g3_i1.p1","XP_029636725.1",64.1,1603,0,1790,0
"2056","SO2_PD_som_TRINITY_DN11038_c6_g4_i1.p1","XP_014781544.1",64.4,1766,0,2025,0
"2057","SO2_PD_som_TRINITY_DN10868_c1_g1_i2.p1","XP_036357774.1",70.5,3428,0,5321,0
"2058","SO1_PD_sof_TRINITY_DN7447_c0_g1_i1.p1","QVQ68751.1",72.1,301,1.06e-156,455,0
"2059","SO1_PD_sof_TRINITY_DN12513_c2_g1_i1.p1","CAE1227535.1",92.5,372,9.78e-258,714,0
"2060","SO2_PD_som_TRINITY_DN5376_c0_g1_i1.p1","CAE1332595.1",99.5,185,1.52e-118,402,0
"2061","SO1_PD_sof_TRINITY_DN11889_c3_g1_i1.p1","CAI9734207.1",63.3,810,0,1099,0
"2062","SO4_MH_TRINITY_DN33153_c0_g1_i1.p1","AKI30062.1",79.3,319,1.05e-202,568,0
"2063","SO1_PD_sof_TRINITY_DN12688_c5_g1_i6.p1","KDR77776.1",30,210,9.55e-15,84.3,0
"2064","SO2_PD_som_TRINITY_DN10955_c4_g1_i1.p1","CAE1313910.1",93.7,333,1.2e-240,669,0
"2065","SO2_PD_som_TRINITY_DN10879_c0_g1_i2.p1","CAI9728190.1",49.6,3611,0,2919,0
"2066","SO1_PD_sof_TRINITY_DN11662_c0_g1_i3.p1","XP_029633790.1",72.8,151,9.13e-76,236,0
"2067","SO2_PD_som_TRINITY_DN10695_c0_g1_i1.p1","WOE89250.1",87.9,141,5.47e-83,250,0
"2068","SO2_PD_som_TRINITY_DN10778_c5_g1_i1.p1","CAE1309075.1",89.2,249,1.07e-157,454,0
"2069","SO1_PD_sof_TRINITY_DN11576_c11_g2_i2.p1","CAE1247651.1",98.5,336,4.89e-250,692,0
"2070","SO1_PD_sof_TRINITY_DN9462_c0_g1_i1.p1","CAE1304236.1",93.5,260,5.01e-122,366,0
"2071","SO1_PD_sof_TRINITY_DN12020_c5_g1_i1.p1","XP_029641000.1",66.6,584,6.3e-302,845,0
"2072","SO1_PD_sof_TRINITY_DN10874_c0_g1_i1.p1","CAE1173162.1",89.8,814,0,1065,0
"2073","SO1_PD_sof_TRINITY_DN12145_c2_g2_i1.p1","CAE1231119.1",95.7,255,7.13e-165,472,0
"2074","SO1_PD_sof_TRINITY_DN11662_c0_g1_i1.p1","XP_029633790.1",70.6,201,3.6e-98,295,0
"2075","SO3_MH_TRINITY_DN68047_c3_g10_i1.p1","CAE1331775.1",97.9,233,3.08e-151,463,0
"2076","SO2_PD_som_TRINITY_DN10914_c2_g2_i5.p1","XP_029633790.1",68.1,163,1.16e-75,236,0
"2077","SO3_MH_TRINITY_DN62916_c0_g1_i1.p1","CAE1324737.1",40.7,516,9.89e-100,314,0
"2078","SO1_PD_sof_TRINITY_DN11811_c11_g6_i1.p1","XP_052830250.1",46.2,392,3.6e-111,342,0
"2079","SO5_PD_TRINITY_DN2615_c0_g1_i1.p1","UBT01723.1",55,189,2.32e-61,206,0
"2080","SO4_MH_TRINITY_DN31655_c0_g2_i4.p1","CAE1307932.1",70,958,0,1286,0
"2081","SO4_MH_TRINITY_DN23089_c0_g1_i1.p1","CAE1244888.1",76.9,386,4.66e-218,621,0
"2082","SO2_PD_som_TRINITY_DN10476_c10_g1_i1.p1","CAE1237902.1",73.7,118,1.32e-47,179,0
"2083","SO3_MH_TRINITY_DN67154_c0_g1_i1.p1","XP_052827295.1",73,333,6.91e-152,478,0
"2084","SO3_MH_TRINITY_DN67717_c8_g5_i1.p1","XP_029647997.1",43.5,108,2.1e-22,97.8,0
"2085","SO5_PD_TRINITY_DN38936_c0_g1_i1.p1","XP_014769621.1",59.5,131,3.04e-40,154,0
"2086","SO1_PD_sof_TRINITY_DN12514_c1_g2_i2.p1","CAE1236514.1",91.4,639,0,1081,0
"2087","SO2_PD_som_TRINITY_DN9708_c0_g1_i2.p1","CAI9739057.1",75.9,440,1.93e-268,747,0
"2088","SO1_PD_sof_TRINITY_DN12419_c0_g1_i1.p1","CAI9732236.1",64.4,472,1.89e-238,673,0
"2089","SO3_MH_TRINITY_DN68892_c6_g3_i2.p1","CAE1260835.1",99.4,476,0,960,0
"2090","SO1_PD_sof_TRINITY_DN10372_c0_g1_i1.p1","XP_041350337.1",61.5,247,1.1e-99,301,0
"2091","SO5_PD_TRINITY_DN5202_c0_g1_i1.p1","XP_052827195.1",59.4,101,4.38e-36,141,0
"2092","SO3_MH_TRINITY_DN67154_c0_g1_i4.p1","CAI9728696.1",86.8,501,6.36e-306,891,0
"2093","SO1_PD_sof_TRINITY_DN11039_c0_g1_i1.p1","CAE1312378.1",66.3,190,1.98e-96,289,0
"2094","SO2_PD_som_TRINITY_DN8150_c0_g2_i1.p1","CAE1159052.1",95.5,719,0,1392,0
"2095","SO2_PD_som_TRINITY_DN10437_c9_g3_i1.p1","CAE1252332.1",92.1,1743,0,3209,0
"2096","SO3_MH_TRINITY_DN66703_c4_g1_i2.p1","CAE1157554.1",85.2,419,6.85e-232,675,0
"2097","SO3_MH_TRINITY_DN65912_c6_g3_i1.p1","CAE1266297.1",72.6,175,1.46e-81,263,0
"2098","SO4_MH_TRINITY_DN32005_c2_g1_i2.p1","CAE1266297.1",78.3,175,5.72e-90,285,0
"2099","SO4_MH_TRINITY_DN32625_c5_g3_i1.p1","CAE1291348.1",94.8,210,2.74e-144,419,0
"2100","SO1_PD_sof_TRINITY_DN11932_c2_g4_i11.p1","CAE1157554.1",75.1,515,3.12e-233,678,0
"2101","SO7_PD_TRINITY_DN2694_c0_g1_i1.p1","CAE1137474.1",95.7,460,0,884,0
"2102","SO1_PD_sof_TRINITY_DN12316_c3_g2_i1.p1","XP_040208267.1",51.4,173,1.47e-64,218,0
"2103","SO3_MH_TRINITY_DN67154_c0_g1_i7.p1","XP_052827292.1",82.4,624,0,1031,0
"2104","SO3_MH_TRINITY_DN65034_c0_g1_i6.p1","XP_029636636.1",70.8,528,1.68e-260,758,0
"2105","SO4_MH_TRINITY_DN31102_c2_g4_i3.p1","CAE1324243.1",90.9,220,7.12e-145,430,0
"2106","SO4_MH_TRINITY_DN37352_c0_g1_i1.p1","CAE1258858.1",92.7,382,1.49e-269,743,0
"2107","SO1_PD_sof_TRINITY_DN11957_c8_g3_i8.p1","XP_014777908.1",82.9,275,4.61e-179,506,0
"2108","SO4_MH_TRINITY_DN32005_c2_g1_i1.p1","CAE1266297.1",75.4,175,3.67e-85,272,0
"2109","SO2_PD_som_TRINITY_DN10757_c5_g3_i6.p1","XP_052829695.1",84.5,671,0,1181,0
"2110","SO3_MH_TRINITY_DN67142_c2_g2_i2.p1","CAE1288317.1",91.7,541,0,1061,0
"2111","SO4_MH_TRINITY_DN40645_c0_g1_i1.p1","XP_029638389.1",52.9,153,2.59e-49,166,0
"2112","SO1_PD_sof_TRINITY_DN11194_c0_g1_i2.p1","CAE1178314.1",92.7,396,5.67e-285,784,0
"2113","SO2_PD_som_TRINITY_DN10891_c8_g1_i1.p1","CAE1319994.1",85.4,875,0,1565,0
"2114","SO1_PD_sof_TRINITY_DN11169_c0_g1_i3.p2","CAE1323305.1",98.1,209,1e-137,408,0
"2115","SO1_PD_sof_TRINITY_DN12507_c6_g2_i1.p1","CAE1293597.1",81.8,292,8.3e-159,456,0
"2116","SO1_PD_sof_TRINITY_DN11784_c8_g1_i2.p1","QHI00145.1",99.4,161,5.44e-111,323,0
"2117","SO1_PD_sof_TRINITY_DN11791_c3_g2_i2.p1","XP_014775592.1",75.2,471,6.87e-275,765,0
"2118","SO2_PD_som_TRINITY_DN11031_c2_g1_i9.p1","XP_014778328.1",47,251,7.15e-83,267,0
"2119","SO1_PD_sof_TRINITY_DN12085_c7_g1_i1.p1","CAE1268834.1",93.2,351,2.89e-246,681,0
"2120","SO1_PD_sof_TRINITY_DN11876_c0_g1_i1.p1","CAE1266505.1",63.9,662,4.29e-255,726,0
"2121","SO1_PD_sof_TRINITY_DN11887_c3_g6_i2.p2","CAE1316953.1",96.4,338,2.36e-228,667,0
"2122","SO2_PD_som_TRINITY_DN14111_c0_g1_i1.p1","XP_029652839.1",37.9,145,4.11e-30,118,0
"2123","SO1_PD_sof_TRINITY_DN11383_c0_g1_i10.p1","CAI9719638.1",57.3,375,6.57e-150,441,0
"2124","SO3_MH_TRINITY_DN66677_c4_g1_i3.p1","CAE1249644.1",89.6,279,2.25e-185,528,0
"2125","SO5_PD_TRINITY_DN3058_c0_g2_i3.p1","CAE1229005.1",89,336,5.87e-219,612,0
"2126","SO3_MH_TRINITY_DN66794_c4_g1_i2.p1","CAE1308737.1",95.7,506,0,1004,0
"2127","SO1_PD_sof_TRINITY_DN12813_c0_g1_i1.p1","XP_014783238.1",52.1,455,5.72e-173,506,0
"2128","SO1_PD_sof_TRINITY_DN11194_c0_g1_i7.p1","CAE1178314.1",88.7,159,3.48e-104,317,0
"2129","SO3_MH_TRINITY_DN63643_c0_g1_i5.p1","XP_014770860.1",65.8,489,9.73999999999999e-249,700,0
"2130","SO1_PD_sof_TRINITY_DN10793_c0_g1_i2.p1","CAE1248535.1",70.1,536,4.43e-235,670,0
"2131","SO1_PD_sof_TRINITY_DN10213_c0_g1_i1.p1","CAE1293126.1",93.6,360,3.41e-253,716,0
"2132","SO1_PD_sof_TRINITY_DN11291_c0_g1_i2.p1","CAE1160864.1",73.3,1215,0,1670,0
"2133","SO1_PD_sof_TRINITY_DN881_c0_g1_i1.p1","CAE1177642.1",84.2,405,3.51e-244,692,0
"2134","SO2_PD_som_TRINITY_DN7106_c0_g1_i1.p1","XP_029644661.1",60.7,456,2.19e-196,564,0
"2135","SO1_PD_sof_TRINITY_DN12277_c6_g2_i9.p1","CAE1325067.1",92.7,329,5.04e-218,627,0
"2136","SO1_PD_sof_TRINITY_DN2363_c0_g1_i1.p1","CAE1173856.1",80,195,8.12e-111,327,0
"2137","SO1_PD_sof_TRINITY_DN11847_c3_g1_i1.p1","CAE1246888.1",51.1,706,7.89e-214,618,0
"2138","SO1_PD_sof_TRINITY_DN9773_c0_g1_i1.p1","CAE1165835.1",99.4,639,0,1316,0
"2139","SO1_PD_sof_TRINITY_DN12544_c6_g2_i1.p1","AFV94409.1",59.1,1412,0,1648,0
"2140","SO4_MH_TRINITY_DN32262_c3_g2_i1.p1","XP_029646485.1",60.9,281,6.82e-111,340,0
"2141","SO2_PD_som_TRINITY_DN11153_c4_g2_i1.p1","CAI9723876.1",63.5,493,2.28e-218,624,0
"2142","SO5_PD_TRINITY_DN601_c0_g1_i2.p1","CAE1325147.1",99.3,973,0,1970,0
"2143","SO4_MH_TRINITY_DN28928_c0_g1_i2.p1","CAE1234393.1",93.3,404,5.24e-290,800,0
"2144","SO1_PD_sof_TRINITY_DN9796_c0_g1_i3.p1","XP_052823100.1",79.8,708,0,1137,0
"2145","SO1_PD_sof_TRINITY_DN11652_c6_g1_i6.p1","XP_052829737.1",57.1,1272,0,984,0
"2146","SO1_PD_sof_TRINITY_DN10047_c0_g1_i1.p1","CCJ09605.1",36.6,388,4.47e-75,249,0
"2147","SO5_PD_TRINITY_DN1625_c0_g1_i1.p1","XP_014779739.1",51.5,204,8.42e-76,248,0
"2148","SO1_PD_sof_TRINITY_DN11518_c0_g1_i1.p1","CAE1282782.1",89.5,679,0,1225,0
"2149","SO1_PD_sof_TRINITY_DN9796_c0_g1_i1.p1","XP_052823104.1",87.8,616,0,1133,0
"2150","SO1_PD_sof_TRINITY_DN11437_c0_g1_i1.p1","CAE1256868.1",89.9,109,3.09e-62,215,0
"2151","SO4_MH_TRINITY_DN44572_c0_g1_i1.p1","CAE1307838.1",83.9,161,1.98e-94,285,0
"2152","SO3_MH_TRINITY_DN66248_c1_g1_i1.p1","CAE1303696.1",88.1,470,9.22e-306,843,0
"2153","SO1_PD_sof_TRINITY_DN12020_c6_g9_i1.p1","CAE1274102.1",92.7,740,0,1480,0
"2154","SO3_MH_TRINITY_DN65847_c7_g1_i1.p1","QHI00145.1",100,146,5.05e-103,302,0
"2155","SO1_PD_sof_TRINITY_DN12201_c5_g1_i2.p1","XP_029645037.1",55.6,142,1.37e-53,180,0
"2156","SO3_MH_TRINITY_DN64921_c6_g1_i2.p1","CAE1266295.1",88.8,498,0,952,0
"2157","SO7_PD_TRINITY_DN38636_c0_g1_i1.p1","CAE1305777.1",77.8,474,9.43999999999999e-273,764,0
"2158","SO2_PD_som_TRINITY_DN9266_c0_g1_i2.p1","CAE1233689.1",90,432,4.7199999999975e-312,856,0
"2159","SO1_PD_sof_TRINITY_DN29822_c0_g1_i1.p1","XP_029636609.1",66,141,4.91e-65,205,0
"2160","SO1_PD_sof_TRINITY_DN12251_c4_g1_i1.p1","CAE1286244.1",78,341,1.51e-189,536,0
"2161","SO3_MH_TRINITY_DN65022_c4_g10_i1.p1","CAE1277398.1",94.4,107,3.09e-68,233,0
"2162","SO3_MH_TRINITY_DN6353_c0_g1_i1.p1","XP_033738981.1",57.9,159,1.03e-63,209,0
"2163","SO2_PD_som_TRINITY_DN10647_c5_g1_i1.p1","CAE1286049.1",92.8,414,9.49e-282,779,0
"2164","SO3_MH_TRINITY_DN65676_c7_g1_i3.p1","ALM01449.1",87.3,259,2.26e-141,482,0
"2165","SO1_PD_sof_TRINITY_DN10900_c1_g1_i1.p1","XP_014781253.2",58.8,289,1.09e-124,370,0
"2166","SO1_PD_sof_TRINITY_DN12192_c15_g3_i1.p1","XP_052829695.1",68.1,210,1.81e-92,295,0
